Nombre,Apellido,team_name,Posicion,opponent_name,is_home,Precio,form,difficulty,valor,tendencia,volatilidad,rendimiento_ajustado,xP
Ibrahim,Sangaré,Nott'm Forest,Midfielder,Chelsea,True,50,1.8,1245,0.36,0,1.397276262011544,0.2576441107513968,2.07
Benjamin,Sesko,Man Utd,Forward,Liverpool,False,73,2.6,1335,0.3561643835616438,0,3.592319850008056,0.0991460667292321,2.43
Mads,Hermansen,West Ham,Goalkeeper,Brentford,True,45,1.6,1185,0.3555555555555555,0,2.563479777846623,0.1387003551298655,1.63
Patrick,Dorgu,Man Utd,Defender,Liverpool,False,45,1.6,1335,0.3555555555555555,0,1.7182493859684491,0.2069289583101788,1.77
Rio,Ngumoha,Liverpool,Midfielder,Man Utd,True,45,1.6,1125,0.3555555555555555,0,2.193062655175134,0.162127404210967,1.79
Eli Junior,Kroupi,Bournemouth,Forward,Crystal Palace,False,45,1.6,1140,0.3555555555555555,0,2.138089935299395,0.1662958838566196,1.7
Bernardo,Mota Veiga de Carvalho e Silva,Man City,Midfielder,Everton,True,63,2.2,1115,0.3492063492063492,-1,1.864454471471609,0.1872967962208921,1.91
Gabriel,Martinelli Silva,Arsenal,Midfielder,Fulham,False,69,2.4,1125,0.3478260869565217,0,2.3804761428476167,0.1461161826811836,2.43
Emile,Smith Rowe,Fulham,Midfielder,Arsenal,True,58,2.0,1325,0.3448275862068966,0,1.889822365046136,0.1824656076596269,2.43
Eberechi,Eze,Arsenal,Midfielder,Fulham,False,76,2.6,1125,0.3421052631578947,0,2.3401261667248794,0.1461909481729729,2.43
Jacob,Bruun Larsen,Burnley,Midfielder,Leeds,True,53,1.8,1075,0.339622641509434,0,1.8126539343499315,0.1873620965775975,2.14
Lewis,Hall,Newcastle,Defender,Brighton,False,53,1.8,1150,0.339622641509434,0,2.563479777846623,0.132485009027348,1.92
Rodrigo,Bentancur,Spurs,Midfielder,Aston Villa,True,53,1.8,1250,0.339622641509434,-1,1.2909944487358056,0.2630705669122019,2.07
Yéremy,Pino Santos,Crystal Palace,Midfielder,Bournemouth,True,59,2.0,1180,0.3389830508474576,0,1.095445115010332,0.3094477726017888,2.37
Callum,Wilson,West Ham,Forward,Brentford,True,59,2.0,1185,0.3389830508474576,0,2.439750182371333,0.1389417053011471,2.36
Habib,Diarra,Sunderland,Midfielder,Wolves,True,54,1.8,1125,0.3333333333333333,0,1.7043362064926937,0.1955795646794894,2.06
William,Saliba,Arsenal,Defender,Fulham,False,60,2.0,1125,0.3333333333333333,0,3.408672412985387,0.0977897823397447,2.58
Mohamed,Salah,Liverpool,Midfielder,Man Utd,True,144,4.8,1125,0.3333333333333333,-1,2.794552524023087,0.1192796809034244,3.48
Carlos Henrique,Casimiro,Man Utd,Midfielder,Liverpool,False,55,1.8,1335,0.3272727272727272,0,1.9518001458970664,0.1676773761702479,1.92
Boubacar,Kamara,Aston Villa,Midfielder,Spurs,False,49,1.6,1130,0.3265306122448979,0,2.410295378065479,0.1354732765189027,1.79
Manuel,Ugarte Ribeiro,Man Utd,Midfielder,Liverpool,False,49,1.6,1335,0.3265306122448979,0,1.2724180205607034,0.2566221217937553,1.77
Raúl,Jiménez Rodríguez,Fulham,Forward,Arsenal,True,62,2.0,1325,0.3225806451612903,-1,1.976047040118708,0.1632454281766044,2.42
James,Milner,Brighton,Midfielder,Newcastle,True,50,1.6,1245,0.32,0,2.070196678027062,0.1545746852926873,1.74
Ferdi,Kadıoğlu,Brighton,Defender,Newcastle,True,44,1.4,1245,0.3181818181818181,0,1.4960264830861911,0.2126846160673791,1.74
Joël,Veltman,Brighton,Defender,Newcastle,True,44,1.4,1245,0.3181818181818181,0,1.414213562373095,0.2249885212866287,1.74
Adam,Smith,Bournemouth,Defender,Crystal Palace,False,44,1.4,1140,0.3181818181818181,0,2.193062655175134,0.1450856032001551,1.71
Amad,Diallo,Man Utd,Midfielder,Liverpool,False,63,2.0,1335,0.3174603174603174,0,1.6329931618554523,0.1944039478399347,2.33
Georginio,Rutter,Brighton,Midfielder,Newcastle,True,57,1.8,1245,0.3157894736842105,-1,2.288688541085317,0.1379783522376794,2.07
Rodrigo 'Rodri',Hernandez Cascante,Man City,Midfielder,Everton,True,64,2.0,1115,0.3125,0,1.511857892036909,0.2066993211769211,2.45
Luke,Shaw,Man Utd,Defender,Liverpool,False,45,1.4,1335,0.3111111111111111,0,1.772810520855837,0.1754903343877495,1.77
Josh,King,Fulham,Midfielder,Arsenal,True,45,1.4,1325,0.3111111111111111,0,0.7559289460184545,0.4115613150544918,1.87
James,Ward-Prowse,West Ham,Midfielder,Brentford,True,58,1.8,1185,0.3103448275862069,0,1.1338934190276817,0.2736984114894404,1.92
Tolu,Arokodare,Wolves,Forward,Sunderland,False,55,1.6666666666666667,1050,0.303030303030303,0,0.5773502691896257,0.524863881081478,2.03
Curtis,Jones,Liverpool,Midfielder,Man Utd,True,54,1.6,1125,0.2962962962962963,0,1.2724180205607034,0.2328608142202595,1.79
Veljko,Milosavljevic,Bournemouth,Defender,Crystal Palace,False,45,1.3333333333333333,1140,0.2962962962962963,0,1.8929694486000916,0.1565246055689997,1.71
Rodrigo,Muniz Carvalho,Fulham,Forward,Arsenal,True,55,1.6,1325,0.2909090909090909,0,2.7945525240230875,0.1040986306066249,1.85
Josh,Laurent,Burnley,Midfielder,Leeds,True,49,1.4,1075,0.2857142857142857,0,0.7867957924694432,0.3631365196012814,1.88
Mats,Wieffer,Brighton,Midfielder,Newcastle,True,49,1.4,1245,0.2857142857142857,0,1.6035674514745462,0.1781741612749496,1.74
Ryan,Christie,Bournemouth,Midfielder,Crystal Palace,False,50,1.4,1140,0.2799999999999999,0,1.3451854182690983,0.2081497436690078,1.7
Kristoffer,Ajer,Brentford,Defender,West Ham,False,44,1.2,1100,0.2727272727272727,0,1.4638501094227998,0.1863081957447199,2.03
Diogo,Dalot Teixeira,Man Utd,Defender,Liverpool,False,44,1.2,1335,0.2727272727272727,0,3.2513733362117265,0.0838806388948971,1.89
Joelinton Cássio,Apolinário de Lira,Newcastle,Midfielder,Brighton,False,59,1.6,1150,0.2711864406779661,0,1.3451854182690983,0.201597814691533,1.64
Lucas Estella,Perri,Leeds,Goalkeeper,Burnley,False,45,1.2,1050,0.2666666666666666,0,2.9277002188456,0.0910840068085297,2.41
Justin,Devenny,Crystal Palace,Midfielder,Bournemouth,True,45,1.2,1180,0.2666666666666666,0,0.3779644730092272,0.7055336829505574,1.79
Nikola,Milenković,Nott'm Forest,Defender,Chelsea,True,53,1.4,1245,0.2641509433962264,-1,0.7559289460184545,0.3494388524047572,1.74
Noni,Madueke,Arsenal,Midfielder,Fulham,False,69,1.8,1125,0.2608695652173913,0,1.2724180205607036,0.205018760346098,2.06
Leandro,Trossard,Arsenal,Midfielder,Fulham,False,69,1.8,1125,0.2608695652173913,0,1.4960264830861911,0.17437496472605,2.06
Evann,Guessand,Aston Villa,Midfielder,Spurs,False,63,1.6,1130,0.253968253968254,0,0.9511897312113418,0.2670006263049381,1.79
Alexis,Mac Allister,Liverpool,Midfielder,Man Utd,True,63,1.6,1125,0.253968253968254,0,1.5735915849388864,0.1613940087116806,1.79
Harvey,Barnes,Newcastle,Midfielder,Brighton,False,64,1.6,1150,0.25,-1,0.9511897312113418,0.2628287415189234,1.64
Federico,Chiesa,Liverpool,Midfielder,Man Utd,True,64,1.6,1125,0.25,0,2.449489742783178,0.1020620726159657,1.79
Florian,Wirtz,Liverpool,Midfielder,Man Utd,True,81,2.0,1125,0.2469135802469136,-1,1.0690449676496976,0.2309665053564161,2.57
Jefferson,Lerma Solís,Crystal Palace,Midfielder,Bournemouth,True,49,1.2,1180,0.2448979591836734,0,0.8997354108424372,0.2721888637842667,1.79
Ilia,Gruev,Leeds,Midfielder,Burnley,False,49,1.2,1050,0.2448979591836734,0,1.1547005383792517,0.2120878539880257,2.42
Chris,Wood,Nott'm Forest,Forward,Chelsea,True,74,1.8,1245,0.2432432432432432,0,4.2370250120079485,0.0574089703397736,2.06
Morgan,Gibbs-White,Nott'm Forest,Midfielder,Chelsea,True,74,1.8,1245,0.2432432432432432,0,1.3972762620115438,0.1740838586158086,2.07
Lukas,Nmecha,Leeds,Forward,Burnley,False,50,1.2,1050,0.24,0,1.4960264830861911,0.160424967547966,2.42
Frank,Onyeka,Brentford,Midfielder,West Ham,False,50,1.2,1100,0.24,0,1.7182493859684491,0.1396770468593706,1.97
Donyell,Malen,Aston Villa,Midfielder,Spurs,False,51,1.2,1130,0.2352941176470588,0,5.241773600241666,0.044888264086074,1.92
David,Møller Wolfe,Wolves,Defender,Sunderland,False,44,1.0,1050,0.2272727272727272,0,1.4142135623730951,0.1607060866333062,2.13
Toti,Gomes,Wolves,Defender,Sunderland,False,44,1.0,1050,0.2272727272727272,0,1.6035674514745464,0.1417294464687098,2.13
José,Malheiro de Sá,Wolves,Goalkeeper,Sunderland,False,44,1.0,1050,0.2272727272727272,0,1.1126972805283737,0.2042538714256629,2.06
Timothy,Castagne,Fulham,Defender,Arsenal,True,44,1.0,1325,0.2272727272727272,0,1.1547005383792517,0.1968239554055542,1.98
Destiny,Udogie,Spurs,Defender,Aston Villa,True,44,1.0,1250,0.2272727272727272,0,0.816496580927726,0.278351107134452,1.88
Lewis,Miley,Newcastle,Midfielder,Brighton,False,44,1.0,1150,0.2272727272727272,0,1.0,0.2272727272727272,1.77
Wilson,Odobert,Spurs,Midfielder,Aston Villa,True,53,1.2,1250,0.2264150943396226,0,0.4879500364742666,0.464012864873642,1.88
Simon,Adingra,Sunderland,Midfielder,Wolves,True,53,1.2,1125,0.2264150943396226,0,2.0354009783964293,0.1112385700620039,1.92
Max,Dowman,Arsenal,Midfielder,Fulham,False,45,1.0,1125,0.2222222222222222,0,1.6020819787597222,0.1387083964294131,1.92
Sam,Johnstone,Wolves,Goalkeeper,Sunderland,False,45,1.0,1050,0.2222222222222222,0,1.4638501094227998,0.1518066780142162,2.06
Jackson,Tchatchoua,Wolves,Defender,Sunderland,False,45,1.0,1050,0.2222222222222222,0,1.224744871391589,0.1814436846506057,2.13
Dilane,Bakwa,Nott'm Forest,Midfielder,Chelsea,True,60,1.3333333333333333,1245,0.2222222222222222,0,0.5,0.4444444444444444,1.74
Lutsharel,Geertruida,Sunderland,Defender,Wolves,True,45,1.0,1125,0.2222222222222222,0,0.3779644730092272,0.5879447357921312,1.94
Oscar,Bobb,Man City,Midfielder,Everton,True,55,1.2,1115,0.2181818181818181,0,1.9518001458970664,0.1117849174468319,1.85
Niclas,Füllkrug,West Ham,Forward,Brentford,True,57,1.2,1185,0.2105263157894736,0,0.7867957924694431,0.2675742776009441,1.77
Thierno,Barry,Everton,Forward,Man City,False,57,1.2,1275,0.2105263157894736,-1,0.3779644730092272,0.5570002760135978,1.79
Carlos,Baleba,Brighton,Midfielder,Newcastle,True,48,1.0,1245,0.2083333333333333,0,1.0690449676496976,0.194877988894476,1.88
Diego,Gómez Amarilla,Brighton,Midfielder,Newcastle,True,49,1.0,1245,0.2040816326530612,0,1.0,0.2040816326530612,1.88
Tim,Iroegbunam,Everton,Midfielder,Man City,False,49,1.0,1275,0.2040816326530612,0,1.3972762620115438,0.1460567521266422,1.8
Mason,Mount,Man Utd,Midfielder,Liverpool,False,59,1.2,1335,0.2033898305084745,0,3.4086724129853865,0.0596683417666238,1.89
Douglas Luiz,Soares de Paulo,Nott'm Forest,Midfielder,Chelsea,True,50,1.0,1245,0.2,0,2.0412414523193148,0.0979795897113271,1.88
Aaron,Hickey,Brentford,Defender,West Ham,False,40,0.8,1100,0.2,0,0.8997354108424372,0.2222875720904845,1.92
Lesley,Ugochukwu,Burnley,Midfielder,Leeds,True,50,1.0,1075,0.2,0,2.6095064302514777,0.0766428462031902,2.01
Omar,Marmoush,Man City,Midfielder,Everton,True,83,1.6,1115,0.1927710843373493,0,2.563479777846623,0.0751989877210114,1.66
Jean-Ricner,Bellegarde,Wolves,Midfielder,Sunderland,False,53,1.0,1050,0.1886792452830188,0,0.3779644730092272,0.4991983605782245,2.07
Fer,López González,Wolves,Midfielder,Sunderland,False,53,1.0,1050,0.1886792452830188,0,1.0690449676496976,0.1764932729610349,2.07
Ethan,Nwaneri,Arsenal,Midfielder,Fulham,False,53,1.0,1125,0.1886792452830188,0,1.0690449676496976,0.1764932729610349,1.92
Alphonse,Areola,West Ham,Goalkeeper,Brentford,True,43,0.8,1185,0.186046511627907,0,1.2149857925879115,0.1531264914889491,1.54
Murillo,Costa dos Santos,Nott'm Forest,Defender,Chelsea,True,54,1.0,1245,0.1851851851851851,0,1.1547005383792517,0.160375074774896,1.88
Eddie,Nketiah,Crystal Palace,Forward,Bournemouth,True,54,1.0,1180,0.1851851851851851,0,1.4638501094227998,0.1265055650118468,1.71
Bukayo,Saka,Arsenal,Midfielder,Fulham,False,99,1.8,1125,0.1818181818181818,1,3.0783421635988546,0.0590636687396765,2.06
Felipe,Rodrigues da Silva,Nott'm Forest,Defender,Chelsea,True,44,0.8,1245,0.1818181818181818,0,1.1547005383792517,0.1574591643244433,1.8
Pau,Torres,Aston Villa,Defender,Spurs,False,44,0.8,1130,0.1818181818181818,0,1.4638501094227998,0.1242054638298132,1.89
Amine,Adli,Bournemouth,Midfielder,Crystal Palace,False,55,1.0,1140,0.1818181818181818,0,0.408248290463863,0.4453617714151232,1.83
Eliezer,Mayenda Dossou,Sunderland,Forward,Wolves,True,55,1.0,1125,0.1818181818181818,0,2.768874620972692,0.0656650107740559,1.92
Andrey,Nascimento dos Santos,Chelsea,Midfielder,Nott'm Forest,False,45,0.8,1165,0.1777777777777777,0,0.7559289460184544,0.2351778943168524,1.32
Martin,Ødegaard,Arsenal,Midfielder,Fulham,False,79,1.4,1125,0.1772151898734177,0,1.864454471471609,0.095049352282409,1.79
Anthony,Elanga,Newcastle,Midfielder,Brighton,False,68,1.2,1150,0.1764705882352941,-1,0.951189731211342,0.1855261704839459,1.77
Nico,González Iglesias,Man City,Midfielder,Everton,True,59,1.0,1115,0.1694915254237288,0,1.1338934190276817,0.1494774752013893,1.85
Jeremie,Frimpong,Liverpool,Defender,Man Utd,True,59,1.0,1125,0.1694915254237288,0,1.4638501094227998,0.1157847544176225,1.94
Youri,Tielemans,Aston Villa,Midfielder,Spurs,False,59,1.0,1130,0.1694915254237288,0,1.2149857925879115,0.1395008291106951,1.92
James,Trafford,Man City,Goalkeeper,Everton,True,48,0.8,1115,0.1666666666666666,0,2.5727509827123995,0.0647814995647007,1.65
Kobbie,Mainoo,Man Utd,Midfielder,Liverpool,False,48,0.8,1335,0.1666666666666666,0,0.4879500364742666,0.3415650255319865,1.21
Arnaud,Kalimuendo,Nott'm Forest,Forward,Chelsea,True,60,1.0,1245,0.1666666666666666,0,0.408248290463863,0.4082482904638628,1.87
Oleksandr,Zinchenko,Nott'm Forest,Defender,Chelsea,True,49,0.8,1245,0.1632653061224489,0,0.9759000729485332,0.1672971553626056,1.8
Joe,Willock,Newcastle,Midfielder,Brighton,False,50,0.8,1150,0.16,0,1.1338934190276817,0.1411067365901115,1.18
Mathys,Tel,Spurs,Midfielder,Aston Villa,True,63,1.0,1250,0.1587301587301587,0,3.184785258515422,0.0498401448906951,1.88
Jørgen,Strand Larsen,Wolves,Forward,Sunderland,False,64,1.0,1050,0.15625,0,0.9511897312113418,0.1642679634493271,2.07
Cole,Palmer,Chelsea,Midfielder,Nott'm Forest,False,103,1.6,1165,0.1553398058252427,0,2.6367367999823097,0.0589136563900822,1.8
Joe,Worrall,Burnley,Defender,Leeds,True,39,0.6,1075,0.1538461538461538,0,0.5345224838248488,0.2878197989826108,1.53
Jack,Harrison,Leeds,Midfielder,Burnley,False,52,0.8,1050,0.1538461538461538,-1,0.3779644730092272,0.4070386632407061,1.41
Jack,Hinshelwood,Brighton,Midfielder,Newcastle,True,52,0.8,1245,0.1538461538461538,0,0.7867957924694431,0.1955350490160745,1.25
Adama,Traoré Diarra,Fulham,Midfielder,Arsenal,True,53,0.8,1325,0.1509433962264151,0,0.6900655593423543,0.218737762206633,1.31
James,McAtee,Nott'm Forest,Midfielder,Chelsea,True,53,0.8,1245,0.1509433962264151,0,0.5345224838248488,0.2823892367376559,1.25
Daniel,James,Leeds,Midfielder,Burnley,False,53,0.8,1050,0.1509433962264151,0,1.1547005383792517,0.1307208156655756,1.41
Matheus,Santos Carneiro da Cunha,Man Utd,Midfielder,Liverpool,False,80,1.2,1335,0.15,0,0.7559289460184544,0.1984313483298443,1.89
Nathan,Aké,Man City,Defender,Everton,True,54,0.8,1115,0.1481481481481481,0,0.5345224838248488,0.2771598064276993,1.82
Victor,Lindelöf,Aston Villa,Defender,Spurs,False,45,0.6666666666666666,1130,0.1481481481481481,0,0.5,0.2962962962962962,1.31
Harvey,Elliott,Aston Villa,Midfielder,Spurs,False,54,0.8,1130,0.1481481481481481,0,0.5345224838248488,0.2771598064276993,1.33
Justin,Kluivert,Bournemouth,Midfielder,Crystal Palace,False,70,1.0,1140,0.1428571428571428,0,2.3603873774083297,0.0605227532668802,1.83
Igor Jesus,Maciel da Cruz,Nott'm Forest,Forward,Chelsea,True,58,0.8,1245,0.1379310344827586,0,0.3779644730092272,0.3649312153192537,1.23
Wesley,Fofana,Chelsea,Defender,Nott'm Forest,False,44,0.6,1165,0.1363636363636363,0,0.5345224838248488,0.2551130036436776,1.32
Rico,Henry,Brentford,Defender,West Ham,False,44,0.6,1100,0.1363636363636363,0,0.7867957924694432,0.1733151570824297,1.3
Yerson,Mosquera Valdelamar,Wolves,Defender,Sunderland,False,44,0.6,1050,0.1363636363636363,0,0.7867957924694432,0.1733151570824297,1.4
Andy,Irving,West Ham,Midfielder,Brentford,True,44,0.6,1185,0.1363636363636363,0,0.5345224838248488,0.2551130036436776,0.93
Soungoutou,Magassa,West Ham,Midfielder,Brentford,True,50,0.6666666666666666,1185,0.1333333333333333,0,0.816496580927726,0.1632993161855451,0.95
Daniel,Ballard,Sunderland,Defender,Wolves,True,46,0.6,1125,0.1304347826086956,0,6.129553700835696,0.0212796541110182,1.3
James,Justin,Leeds,Defender,Burnley,False,40,0.5,1050,0.125,0,0.5477225575051661,0.2282177322938192,1.4
Chris,Rigg,Sunderland,Midfielder,Wolves,True,48,0.6,1125,0.125,0,0.5345224838248488,0.2338535866733713,1.08
Vitalii,Mykolenko,Everton,Defender,Man City,False,49,0.6,1275,0.1224489795918367,0,1.4142135623730951,0.0865845038187609,1.18
Luis Guilherme,Lira dos Santos,West Ham,Midfielder,Brentford,True,49,0.6,1185,0.1224489795918367,0,0.5345224838248488,0.2290810644963637,0.93
Tyrique,George,Chelsea,Midfielder,Nott'm Forest,False,49,0.6,1165,0.1224489795918367,0,1.1338934190276817,0.1079898494312077,1.1
Tanaka,Ao,Leeds,Midfielder,Burnley,False,49,0.6,1050,0.1224489795918367,0,1.0,0.1224489795918367,1.14
Brian,Brobbey,Sunderland,Forward,Wolves,True,55,0.6666666666666666,1125,0.1212121212121212,0,0.5,0.2424242424242424,1.1
Rico,Lewis,Man City,Defender,Everton,True,50,0.6,1115,0.12,0,4.0,0.03,1.22
Antonee,Robinson,Fulham,Defender,Arsenal,True,50,0.6,1325,0.12,0,0.5345224838248488,0.2244994432064364,1.29
Conor,Bradley,Liverpool,Defender,Man Utd,True,50,0.6,1125,0.12,0,0.7867957924694432,0.1525173382325381,1.3
Sávio,Moreira de Oliveira,Man City,Midfielder,Everton,True,69,0.8,1115,0.1159420289855072,0,1.1547005383792517,0.1004087424677609,1.25
Myles,Lewis-Skelly,Arsenal,Defender,Fulham,False,52,0.6,1125,0.1153846153846153,-1,0.5345224838248488,0.2158648492369579,1.3
Wilfried,Gnonto,Leeds,Midfielder,Burnley,False,52,0.6,1050,0.1153846153846153,0,1.2149857925879115,0.0949678721253578,1.14
Carlos,Alcaraz Durán,Everton,Midfielder,Man City,False,53,0.6,1275,0.1132075471698113,0,0.4879500364742666,0.232006432436821,0.98
Kevin,Santos Lopes de Macedo,Fulham,Midfielder,Arsenal,True,60,0.6666666666666666,1325,0.1111111111111111,0,0.5,0.2222222222222222,1.11
John,Stones,Man City,Defender,Everton,True,55,0.6,1115,0.109090909090909,0,2.1380899352993947,0.0510226007287355,1.22
Omari,Hutchinson,Nott'm Forest,Midfielder,Chelsea,True,55,0.6,1245,0.109090909090909,0,0.5163977794943222,0.2112536370658589,1.03
Tomáš,Souček,West Ham,Midfielder,Brentford,True,57,0.6,1185,0.1052631578947368,0,1.618347187425374,0.0650436190161394,0.93
Joshua,Zirkzee,Man Utd,Forward,Liverpool,False,58,0.6,1335,0.1034482758620689,-1,0.5345224838248488,0.1935340027641692,0.98
Oliver,Sonne,Burnley,Defender,Leeds,True,40,0.4,1075,0.1,0,0.5345224838248488,0.187082869338697,1.43
Liam,Delap,Chelsea,Forward,Nott'm Forest,False,62,0.6,1165,0.0967741935483871,0,0.7867957924694431,0.1229978534133372,1.1
Jamie,Bynoe-Gittens,Chelsea,Midfielder,Nott'm Forest,False,62,0.6,1165,0.0967741935483871,0,0.4879500364742666,0.1983280793411535,1.1
Ian,Maatsen,Aston Villa,Defender,Spurs,False,43,0.4,1130,0.0930232558139535,0,0.5345224838248488,0.1740305761290205,1.21
Marc,Guiu Paz,Chelsea,Forward,Nott'm Forest,False,43,0.4,1165,0.0930232558139535,0,0.5345224838248488,0.1740305761290205,1.02
Kevin,Danso,Spurs,Defender,Aston Villa,True,43,0.4,1250,0.0930232558139535,0,0.5345224838248488,0.1740305761290205,1.15
Diego,Coppola,Brighton,Defender,Newcastle,True,44,0.4,1245,0.0909090909090909,0,0.4879500364742666,0.1863081957447199,1.15
Nayef,Aguerd,West Ham,Defender,Brentford,True,44,0.4,1185,0.0909090909090909,0,0.7867957924694432,0.1155434380549531,1.05
Freddie,Potts,West Ham,Midfielder,Brentford,True,44,0.4,1185,0.0909090909090909,0,0.5345224838248488,0.1700753357624518,0.85
Tyler,Dibling,Everton,Midfielder,Man City,False,55,0.5,1275,0.0909090909090909,0,0.5477225575051661,0.165976532577323,0.98
Ryan,Yates,Nott'm Forest,Midfielder,Chelsea,True,48,0.4,1245,0.0833333333333333,0,0.5345224838248488,0.1559023911155808,0.94
Jorrel,Hato,Chelsea,Defender,Nott'm Forest,False,48,0.4,1165,0.0833333333333333,0,0.7867957924694432,0.1059148182170403,1.24
Ola,Aina,Nott'm Forest,Defender,Chelsea,True,48,0.4,1245,0.0833333333333333,0,1.4638501094227998,0.056927504255331,1.15
Tom,Cairney,Fulham,Midfielder,Arsenal,True,49,0.4,1325,0.0816326530612244,0,0.7867957924694432,0.1037532913146517,1.0
Vitaly,Janelt,Brentford,Midfielder,West Ham,False,49,0.4,1100,0.0816326530612244,0,0.5345224838248488,0.1527207096642423,0.94
Armando,Broja,Burnley,Forward,Leeds,True,53,0.4,1075,0.0754716981132075,0,0.5345224838248488,0.1411946183688278,0.98
Zian,Flemming,Burnley,Forward,Leeds,True,53,0.4,1075,0.0754716981132075,0,0.5345224838248488,0.1411946183688278,0.98
Jacob,Ramsey,Newcastle,Midfielder,Brighton,False,53,0.4,1150,0.0754716981132075,0,0.4879500364742666,0.1546709549578806,0.87
Stefanos,Tzimas,Brighton,Forward,Newcastle,True,53,0.4,1245,0.0754716981132075,-1,1.4638501094227998,0.0515569849859602,0.93
Matt,O'Riley,Brighton,Midfielder,Newcastle,True,55,0.4,1245,0.0727272727272727,0,3.728908942943218,0.0195036333254813,0.94
Merlin,Röhl,Everton,Midfielder,Man City,False,50,0.3333333333333333,1275,0.0666666666666666,0,0.5,0.1333333333333332,0.95
Samuel,Chukwueze,Fulham,Midfielder,Arsenal,True,54,0.3333333333333333,1325,0.0617283950617283,0,1.892969448600091,0.0326092928268749,1.06
Christantus,Uche,Crystal Palace,Forward,Bournemouth,True,55,0.3333333333333333,1180,0.0606060606060606,0,0.5773502691896257,0.1049727762162956,0.83
Bertrand,Traoré,Sunderland,Midfielder,Wolves,True,55,0.3333333333333333,1125,0.0606060606060606,0,0.5,0.1212121212121212,1.05
Alexander,Isak,Liverpool,Forward,Man Utd,True,106,0.6,1125,0.0566037735849056,0,1.864454471471609,0.0303594292330605,1.08
Ayden,Heaven,Man Utd,Defender,Liverpool,False,39,0.2,1335,0.0512820512820512,0,0.3779644730092272,0.1356795544135685,0.44
Nathaniel,Clyne,Crystal Palace,Defender,Bournemouth,True,39,0.2,1180,0.0512820512820512,0,0.3779644730092272,0.1356795544135685,0.32
Sam,Byram,Leeds,Defender,Burnley,False,39,0.2,1050,0.0512820512820512,0,0.3779644730092272,0.1356795544135685,0.51
Julio,Soler Barreto,Bournemouth,Defender,Crystal Palace,False,40,0.2,1140,0.05,0,0.3779644730092272,0.1322875655532295,0.45
Jenson,Seelt,Sunderland,Defender,Wolves,True,40,0.2,1125,0.05,0,0.4879500364742666,0.1024695076595959,0.52
Ki-Jana,Hoever,Wolves,Defender,Sunderland,False,40,0.2,1050,0.05,0,0.4879500364742666,0.1024695076595959,0.51
Arthur,Masuaku,Sunderland,Defender,Wolves,True,40,0.2,1125,0.05,0,0.3779644730092272,0.1322875655532295,0.52
Jamaal,Lascelles,Newcastle,Defender,Brighton,False,44,0.2,1150,0.0454545454545454,0,0.3779644730092272,0.1202614232302085,0.42
Jorge,Cuenca Barreno,Fulham,Defender,Arsenal,True,44,0.2,1325,0.0454545454545454,0,0.7867957924694432,0.0577717190274765,0.54
Matt,Doherty,Wolves,Defender,Sunderland,False,44,0.2,1050,0.0454545454545454,0,0.5773502691896257,0.0787295821622216,0.51
Séamus,Coleman,Everton,Defender,Man City,False,44,0.2,1275,0.0454545454545454,0,0.4879500364742666,0.0931540978723598,0.43
Filip,Jörgensen,Chelsea,Goalkeeper,Nott'm Forest,False,44,0.2,1165,0.0454545454545454,0,0.3779644730092272,0.1202614232302085,0.74
Bradley,Burrowes,Aston Villa,Midfielder,Spurs,False,45,0.2,1130,0.0444444444444444,0,0.408248290463863,0.1088662107903633,0.46
Harrison,Armstrong,Everton,Midfielder,Man City,False,45,0.2,1275,0.0444444444444444,0,0.3779644730092272,0.1175889471584261,0.38
Igor Julio,dos Santos de Paulo,West Ham,Defender,Brentford,True,45,0.2,1185,0.0444444444444444,0,0.3779644730092272,0.1175889471584261,0.38
Dan,Neil,Sunderland,Midfielder,Wolves,True,48,0.2,1125,0.0416666666666666,-1,0.3779644730092272,0.1102396379610244,0.46
Facundo,Buonanotte,Chelsea,Midfielder,Nott'm Forest,False,48,0.2,1165,0.0416666666666666,0,0.3779644730092272,0.1102396379610244,0.51
Romain,Esse,Crystal Palace,Midfielder,Bournemouth,True,48,0.2,1180,0.0416666666666666,0,0.3779644730092272,0.1102396379610244,0.34
Amadou,Onana,Aston Villa,Midfielder,Spurs,False,48,0.2,1130,0.0416666666666666,-1,1.8257418583505536,0.0228217732293818,0.46
Archie,Gray,Spurs,Midfielder,Aston Villa,True,48,0.2,1250,0.0416666666666666,-1,1.1338934190276817,0.0367465459870081,0.43
Endo,Wataru,Liverpool,Midfielder,Man Utd,True,49,0.2,1125,0.0408163265306122,0,1.4638501094227998,0.0278828592271009,0.46
Ben,Gannon-Doak,Bournemouth,Midfielder,Crystal Palace,False,49,0.2,1140,0.0408163265306122,0,1.4960264830861911,0.0272831577462526,0.39
Lewis,Cook,Bournemouth,Midfielder,Crystal Palace,False,49,0.2,1140,0.0408163265306122,0,0.3779644730092272,0.1079898494312076,0.39
Saša,Kalajdžić,Wolves,Forward,Sunderland,False,49,0.2,1050,0.0408163265306122,0,0.3779644730092272,0.1079898494312076,0.41
Roméo,Lavia,Chelsea,Midfielder,Nott'm Forest,False,49,0.2,1165,0.0408163265306122,0,0.4879500364742666,0.0836485776813027,0.51
